hostname,data.T,data.P,data.H,sensed_at
machine02,29.38,979.513,59.25,2021/08/20 18:11:15
machine01,30.75,979.773,53.938,2021/08/20 18:11:16
machine03,30.27,979.722,56.513,2021/08/20 18:11:18
machine02,29.4,979.53,59.205,2021/08/20 18:11:20
machine01,30.75,979.791,53.938,2021/08/20 18:11:21
machine03,30.27,979.707,56.514,2021/08/20 18:11:23
machine02,29.37,979.504,59.225,2021/08/20 18:11:25
machine01,30.75,979.766,53.938,2021/08/20 18:11:26
machine03,30.28,979.704,56.515,2021/08/20 18:11:28
machine02,29.36,979.522,59.306,2021/08/20 18:11:30
machine01,30.76,979.818,53.938,2021/08/20 18:11:31
machine03,30.28,979.687,56.503,2021/08/20 18:11:33
machine02,29.34,979.508,59.315,2021/08/20 18:11:35
machine01,30.76,979.775,53.938,2021/08/20 18:11:36
machine03,30.29,979.725,56.434,2021/08/20 18:11:38
machine02,29.34,979.495,59.304,2021/08/20 18:11:40
machine01,30.76,979.808,53.926,2021/08/20 18:11:41
machine03,30.28,979.704,56.479,2021/08/20 18:11:43
machine02,29.32,979.53,59.371,2021/08/20 18:11:45
machine01,30.75,979.779,53.938,2021/08/20 18:11:46
machine03,30.28,979.736,56.468,2021/08/20 18:11:48
machine02,29.34,979.514,59.351,2021/08/20 18:11:50
machine01,30.76,979.821,53.938,2021/08/20 18:11:51
machine03,30.28,979.73,56.492,2021/08/20 18:11:53
machine02,29.35,979.513,59.317,2021/08/20 18:11:55
machine01,30.76,979.814,53.949,2021/08/20 18:11:56
machine03,30.28,979.726,56.48,2021/08/20 18:11:58
machine02,29.36,979.52,59.306,2021/08/20 18:12:00
machine01,30.76,979.814,53.949,2021/08/20 18:12:01
machine03,30.3,979.724,56.424,2021/08/20 18:12:03
machine02,29.37,979.513,59.272,2021/08/20 18:12:05
machine01,30.76,979.794,53.949,2021/08/20 18:12:06
machine03,30.3,979.725,56.411,2021/08/20 18:12:08
machine02,29.38,979.509,59.236,2021/08/20 18:12:10
machine01,30.76,979.785,53.949,2021/08/20 18:12:11
machine03,30.3,979.722,56.446,2021/08/20 18:12:13
machine02,29.38,979.542,59.25,2021/08/20 18:12:15
machine01,30.76,979.789,53.949,2021/08/20 18:12:16
machine03,30.29,979.718,56.434,2021/08/20 18:12:18
machine02,29.38,979.501,59.261,2021/08/20 18:12:20
machine01,30.76,979.754,53.949,2021/08/20 18:12:21
machine03,30.29,979.718,56.457,2021/08/20 18:12:23
machine02,29.38,979.506,59.225,2021/08/20 18:12:25
machine01,30.76,979.777,53.949,2021/08/20 18:12:26
machine03,30.3,979.745,56.446,2021/08/20 18:12:28
machine02,29.37,979.503,59.261,2021/08/20 18:12:30
machine01,30.76,979.788,53.938,2021/08/20 18:12:31
machine03,30.29,979.704,56.457,2021/08/20 18:12:33
machine02,29.38,979.519,59.238,2021/08/20 18:12:35
machine01,30.76,979.802,53.949,2021/08/20 18:12:36
machine03,30.28,979.727,56.468,2021/08/20 18:12:38
machine02,29.4,979.531,59.182,2021/08/20 18:12:40
machine01,30.76,979.77,53.938,2021/08/20 18:12:41
machine03,30.28,979.737,56.468,2021/08/20 18:12:43
machine02,29.41,979.512,59.112,2021/08/20 18:12:45
machine01,30.76,979.814,53.938,2021/08/20 18:12:46
machine03,30.27,979.714,56.491,2021/08/20 18:12:48
machine02,29.42,979.512,59.101,2021/08/20 18:12:50
machine01,30.76,979.806,53.938,2021/08/20 18:12:51
machine03,30.27,979.746,56.479,2021/08/20 18:12:53
machine02,29.41,979.536,59.101,2021/08/20 18:12:55
machine01,30.76,979.808,53.926,2021/08/20 18:12:56
machine03,30.27,979.734,56.514,2021/08/20 18:12:58
machine02,29.42,979.513,59.101,2021/08/20 18:13:00
machine01,30.77,979.819,53.938,2021/08/20 18:13:01
machine03,30.28,979.735,56.48,2021/08/20 18:13:03
machine02,29.42,979.523,59.112,2021/08/20 18:13:05
machine01,30.76,979.819,53.938,2021/08/20 18:13:06
machine03,30.28,979.727,56.48,2021/08/20 18:13:08
machine02,29.43,979.544,59.066,2021/08/20 18:13:10
machine01,30.77,979.8,53.927,2021/08/20 18:13:11
machine03,30.29,979.721,56.48,2021/08/20 18:13:13
machine02,29.42,979.512,59.078,2021/08/20 18:13:15
machine01,30.77,979.792,53.915,2021/08/20 18:13:16
machine03,30.28,979.717,56.526,2021/08/20 18:13:18
machine02,29.44,979.544,59.032,2021/08/20 18:13:20
machine01,30.76,979.821,53.926,2021/08/20 18:13:21
machine03,30.28,979.737,56.526,2021/08/20 18:13:23
machine02,29.43,979.535,59.043,2021/08/20 18:13:25
machine01,30.77,979.812,53.927,2021/08/20 18:13:26
machine03,30.27,979.711,56.538,2021/08/20 18:13:28
machine02,29.43,979.537,59.055,2021/08/20 18:13:30
machine01,30.77,979.802,53.927,2021/08/20 18:13:31
machine03,30.28,979.73,56.515,2021/08/20 18:13:33
machine02,29.42,979.53,59.089,2021/08/20 18:13:35
machine01,30.77,979.8,53.938,2021/08/20 18:13:36
machine03,30.27,979.731,56.526,2021/08/20 18:13:38
machine02,29.4,979.488,59.17,2021/08/20 18:13:40
machine01,30.78,979.817,53.928,2021/08/20 18:13:41
machine03,30.27,979.759,56.537,2021/08/20 18:13:43
machine02,29.4,979.54,59.157,2021/08/20 18:13:45
machine01,30.77,979.816,53.938,2021/08/20 18:13:46
machine03,30.27,979.713,56.537,2021/08/20 18:13:48
machine02,29.41,979.525,59.111,2021/08/20 18:13:50
machine01,30.78,979.812,53.939,2021/08/20 18:13:51
machine03,30.28,979.726,56.492,2021/08/20 18:13:53
machine02,29.4,979.527,59.134,2021/08/20 18:13:55
machine01,30.77,979.797,53.938,2021/08/20 18:13:56
machine03,30.28,979.728,56.515,2021/08/20 18:13:58
machine02,29.4,979.521,59.134,2021/08/20 18:14:00
machine01,30.78,979.809,53.928,2021/08/20 18:14:01
machine03,30.28,979.743,56.538,2021/08/20 18:14:03
machine02,29.41,979.512,59.11,2021/08/20 18:14:05
machine01,30.77,979.825,53.927,2021/08/20 18:14:06
machine03,30.28,979.745,56.516,2021/08/20 18:14:08
machine02,29.4,979.522,59.134,2021/08/20 18:14:10
machine01,30.78,979.812,53.929,2021/08/20 18:14:11
machine03,30.28,979.744,56.515,2021/08/20 18:14:13
machine02,29.4,979.52,59.146,2021/08/20 18:14:15
machine01,30.78,979.826,53.939,2021/08/20 18:14:16
machine03,30.28,979.727,56.48,2021/08/20 18:14:18
machine02,29.4,979.483,59.122,2021/08/20 18:14:20
machine01,30.78,979.819,53.928,2021/08/20 18:14:21
machine03,30.3,979.724,56.412,2021/08/20 18:14:23
machine02,29.4,979.526,59.122,2021/08/20 18:14:25
machine01,30.77,979.823,53.928,2021/08/20 18:14:26
machine03,30.29,979.732,56.445,2021/08/20 18:14:28
machine02,29.39,979.526,59.145,2021/08/20 18:14:30
machine01,30.77,979.818,53.927,2021/08/20 18:14:31
machine03,30.28,979.705,56.469,2021/08/20 18:14:33
machine02,29.38,979.529,59.167,2021/08/20 18:14:35
machine01,30.77,979.814,53.938,2021/08/20 18:14:36
machine03,30.29,979.734,56.48,2021/08/20 18:14:38
machine02,29.35,979.531,59.246,2021/08/20 18:14:40
machine01,30.77,979.83,53.927,2021/08/20 18:14:41
machine03,30.28,979.723,56.48,2021/08/20 18:14:43
machine02,29.35,979.515,59.257,2021/08/20 18:14:45
machine01,30.77,979.798,53.927,2021/08/20 18:14:46
machine03,30.28,979.727,56.48,2021/08/20 18:14:48
machine02,29.35,979.507,59.28,2021/08/20 18:14:50
machine01,30.78,979.79,53.939,2021/08/20 18:14:51
machine03,30.28,979.748,56.48,2021/08/20 18:14:53
machine02,29.36,979.532,59.27,2021/08/20 18:14:55
machine01,30.79,979.852,53.929,2021/08/20 18:14:56
machine03,30.28,979.75,56.503,2021/08/20 18:14:58
machine02,29.35,979.544,59.304,2021/08/20 18:15:00
machine01,30.78,979.797,53.929,2021/08/20 18:15:01
machine03,30.27,979.717,56.561,2021/08/20 18:15:03
machine02,29.34,979.523,59.315,2021/08/20 18:15:05
machine01,30.78,979.802,53.928,2021/08/20 18:15:06
machine03,30.28,979.72,56.526,2021/08/20 18:15:08
machine02,29.35,979.515,59.304,2021/08/20 18:15:10
machine01,30.78,979.79,53.929,2021/08/20 18:15:11
machine03,30.27,979.722,56.514,2021/08/20 18:15:13
machine02,29.35,979.524,59.315,2021/08/20 18:15:15
machine01,30.78,979.774,53.928,2021/08/20 18:15:16
machine03,30.28,979.717,56.515,2021/08/20 18:15:18
machine02,29.35,979.527,59.28,2021/08/20 18:15:20
machine01,30.78,979.815,53.928,2021/08/20 18:15:21
machine03,30.27,979.714,56.537,2021/08/20 18:15:23
machine02,29.35,979.539,59.328,2021/08/20 18:15:25
machine01,30.78,979.844,53.94,2021/08/20 18:15:26
machine03,30.27,979.718,56.538,2021/08/20 18:15:28
machine02,29.33,979.533,59.349,2021/08/20 18:15:30
machine01,30.78,979.809,53.928,2021/08/20 18:15:31
machine03,30.28,979.713,56.516,2021/08/20 18:15:33
machine02,29.33,979.515,59.395,2021/08/20 18:15:35
machine01,30.78,979.8,53.94,2021/08/20 18:15:36
machine03,30.29,979.754,56.492,2021/08/20 18:15:38
machine02,29.32,979.54,59.395,2021/08/20 18:15:40
machine01,30.78,979.814,53.952,2021/08/20 18:15:41
machine03,30.3,979.749,56.446,2021/08/20 18:15:43
machine02,29.32,979.531,59.383,2021/08/20 18:15:45
machine01,30.78,979.806,53.951,2021/08/20 18:15:46
machine03,30.3,979.727,56.446,2021/08/20 18:15:48
machine02,29.32,979.527,59.383,2021/08/20 18:15:50
machine01,30.78,979.781,53.952,2021/08/20 18:15:51
machine03,30.29,979.717,56.492,2021/08/20 18:15:53
machine02,29.29,979.515,59.462,2021/08/20 18:15:55
machine01,30.78,979.828,53.939,2021/08/20 18:15:56
machine03,30.28,979.749,56.491,2021/08/20 18:15:58
machine02,29.29,979.492,59.462,2021/08/20 18:16:00
machine01,30.78,979.819,53.952,2021/08/20 18:16:01
machine03,30.29,979.755,56.492,2021/08/20 18:16:03
machine02,29.3,979.537,59.464,2021/08/20 18:16:05
machine01,30.78,979.79,53.939,2021/08/20 18:16:06
machine03,30.29,979.744,56.48,2021/08/20 18:16:08
machine02,29.29,979.52,59.486,2021/08/20 18:16:10
machine01,30.79,979.834,53.952,2021/08/20 18:16:11
machine03,30.29,979.74,56.48,2021/08/20 18:16:13
machine02,29.3,979.539,59.475,2021/08/20 18:16:15
machine01,30.79,979.841,53.929,2021/08/20 18:16:16
machine03,30.29,979.755,56.492,2021/08/20 18:16:18
machine02,29.3,979.508,59.487,2021/08/20 18:16:20
machine01,30.79,979.812,53.94,2021/08/20 18:16:21
machine03,30.29,979.741,56.48,2021/08/20 18:16:23
machine02,29.31,979.567,59.512,2021/08/20 18:16:25
machine01,30.79,979.81,53.94,2021/08/20 18:16:26
machine03,30.29,979.752,56.48,2021/08/20 18:16:28
machine02,29.31,979.547,59.477,2021/08/20 18:16:30
machine01,30.79,979.8,53.94,2021/08/20 18:16:31
machine03,30.29,979.734,56.446,2021/08/20 18:16:33
machine02,29.31,979.539,59.476,2021/08/20 18:16:35
machine01,30.78,979.819,53.94,2021/08/20 18:16:36
machine03,30.3,979.756,56.412,2021/08/20 18:16:38
machine02,29.3,979.535,59.499,2021/08/20 18:16:40
machine01,30.78,979.812,53.952,2021/08/20 18:16:41
machine03,30.3,979.763,56.447,2021/08/20 18:16:43
machine02,29.33,979.531,59.432,2021/08/20 18:16:45
machine01,30.79,979.8,53.952,2021/08/20 18:16:46
machine03,30.29,979.74,56.469,2021/08/20 18:16:48
machine02,29.32,979.509,59.454,2021/08/20 18:16:50
machine01,30.79,979.839,53.952,2021/08/20 18:16:51
machine03,30.29,979.746,56.457,2021/08/20 18:16:53
machine02,29.3,979.523,59.522,2021/08/20 18:16:55
machine01,30.79,979.8,53.94,2021/08/20 18:16:56
machine03,30.29,979.74,56.445,2021/08/20 18:16:58
machine02,29.29,979.513,59.568,2021/08/20 18:17:00
machine01,30.79,979.807,53.94,2021/08/20 18:17:01
machine03,30.28,979.75,56.457,2021/08/20 18:17:03
machine02,29.27,979.528,59.565,2021/08/20 18:17:05
machine01,30.78,979.782,53.94,2021/08/20 18:17:06
machine03,30.28,979.752,56.469,2021/08/20 18:17:08
machine02,29.25,979.552,59.609,2021/08/20 18:17:10
machine01,30.79,979.762,53.929,2021/08/20 18:17:11
machine03,30.28,979.722,56.456,2021/08/20 18:17:13
machine02,29.26,979.54,59.611,2021/08/20 18:17:15
machine01,30.79,979.814,53.929,2021/08/20 18:17:16
machine03,30.28,979.728,56.444,2021/08/20 18:17:18
machine02,29.27,979.56,59.566,2021/08/20 18:17:20
machine01,30.79,979.764,53.94,2021/08/20 18:17:21
machine03,30.28,979.747,56.457,2021/08/20 18:17:23
machine02,29.28,979.537,59.556,2021/08/20 18:17:25
machine01,30.79,979.775,53.929,2021/08/20 18:17:26
machine03,30.27,979.729,56.491,2021/08/20 18:17:28
machine02,29.27,979.557,59.578,2021/08/20 18:17:30
machine01,30.79,979.786,53.929,2021/08/20 18:17:31
machine03,30.28,979.737,56.479,2021/08/20 18:17:33
machine02,29.29,979.535,59.545,2021/08/20 18:17:35
machine01,30.79,979.761,53.929,2021/08/20 18:17:36
machine03,30.28,979.772,56.503,2021/08/20 18:17:38
machine02,29.3,979.526,59.51,2021/08/20 18:17:40
machine01,30.79,979.789,53.94,2021/08/20 18:17:41
machine03,30.28,979.733,56.491,2021/08/20 18:17:43
machine02,29.31,979.538,59.477,2021/08/20 18:17:45
machine01,30.8,979.833,53.93,2021/08/20 18:17:46
machine03,30.27,979.723,56.502,2021/08/20 18:17:48
machine02,29.3,979.524,59.487,2021/08/20 18:17:50
machine01,30.8,979.817,53.93,2021/08/20 18:17:51
machine03,30.27,979.723,56.525,2021/08/20 18:17:53
machine02,29.28,979.538,59.521,2021/08/20 18:17:55
machine01,30.8,979.82,53.93,2021/08/20 18:17:56
machine03,30.27,979.716,56.503,2021/08/20 18:17:58
machine02,29.29,979.532,59.51,2021/08/20 18:18:00
machine01,30.8,979.813,53.941,2021/08/20 18:18:01
machine03,30.27,979.719,56.513,2021/08/20 18:18:03
machine02,29.31,979.509,59.476,2021/08/20 18:18:05
machine01,30.8,979.817,53.941,2021/08/20 18:18:06
machine03,30.27,979.74,56.49,2021/08/20 18:18:08
machine02,29.31,979.558,59.511,2021/08/20 18:18:10
machine01,30.79,979.812,53.929,2021/08/20 18:18:11
machine03,30.27,979.754,56.49,2021/08/20 18:18:13
machine02,29.29,979.534,59.521,2021/08/20 18:18:15
machine01,30.79,979.809,53.94,2021/08/20 18:18:16
machine03,30.27,979.752,56.49,2021/08/20 18:18:18
machine02,29.29,979.559,59.58,2021/08/20 18:18:20
machine01,30.79,979.818,53.929,2021/08/20 18:18:21
machine03,30.27,979.776,56.49,2021/08/20 18:18:23
machine02,29.29,979.557,59.51,2021/08/20 18:18:25
machine01,30.79,979.83,53.929,2021/08/20 18:18:26
machine03,30.27,979.744,56.49,2021/08/20 18:18:28
machine02,29.28,979.572,59.59,2021/08/20 18:18:30
machine01,30.79,979.825,53.917,2021/08/20 18:18:31
machine03,30.27,979.744,56.478,2021/08/20 18:18:33
machine02,29.27,979.566,59.636,2021/08/20 18:18:35
machine01,30.79,979.794,53.917,2021/08/20 18:18:36
machine03,30.26,979.766,56.501,2021/08/20 18:18:38
machine02,29.26,979.555,59.636,2021/08/20 18:18:40
machine01,30.79,979.805,53.917,2021/08/20 18:18:41
machine03,30.27,979.759,56.502,2021/08/20 18:18:43
machine02,29.27,979.577,59.624,2021/08/20 18:18:45
machine01,30.79,979.834,53.929,2021/08/20 18:18:46
machine03,30.26,979.757,56.501,2021/08/20 18:18:48
machine02,29.28,979.579,59.591,2021/08/20 18:18:50
machine01,30.78,979.76,53.917,2021/08/20 18:18:51
machine03,30.26,979.748,56.513,2021/08/20 18:18:53
machine02,29.28,979.562,59.556,2021/08/20 18:18:55
machine01,30.78,979.787,53.928,2021/08/20 18:18:56
machine03,30.27,979.76,56.479,2021/08/20 18:18:58
machine02,29.29,979.571,59.51,2021/08/20 18:19:00
machine01,30.78,979.816,53.929,2021/08/20 18:19:01
machine03,30.27,979.753,56.467,2021/08/20 18:19:03
machine02,29.31,979.579,59.488,2021/08/20 18:19:05
machine01,30.78,979.821,53.916,2021/08/20 18:19:06
machine03,30.27,979.785,56.467,2021/08/20 18:19:08
machine02,29.32,979.567,59.489,2021/08/20 18:19:10
machine01,30.78,979.794,53.929,2021/08/20 18:19:11
machine03,30.27,979.762,56.468,2021/08/20 18:19:13
machine02,29.3,979.552,59.594,2021/08/20 18:19:15
machine01,30.79,979.832,53.929,2021/08/20 18:19:16
machine03,30.27,979.761,56.479,2021/08/20 18:19:18
machine02,29.28,979.559,59.519,2021/08/20 18:19:20
machine01,30.78,979.829,53.928,2021/08/20 18:19:21
machine03,30.28,979.762,56.479,2021/08/20 18:19:23
machine02,29.27,979.542,59.543,2021/08/20 18:19:25
machine01,30.79,979.853,53.917,2021/08/20 18:19:26
machine03,30.28,979.765,56.468,2021/08/20 18:19:28
machine02,29.27,979.595,59.555,2021/08/20 18:19:30
machine01,30.79,979.835,53.929,2021/08/20 18:19:31
machine03,30.27,979.777,56.479,2021/08/20 18:19:33
machine02,29.26,979.577,59.611,2021/08/20 18:19:35
machine01,30.78,979.835,53.928,2021/08/20 18:19:36
machine03,30.27,979.765,56.491,2021/08/20 18:19:38
machine02,29.24,979.561,59.68,2021/08/20 18:19:40
machine01,30.77,979.831,53.928,2021/08/20 18:19:41
machine03,30.27,979.783,56.49,2021/08/20 18:19:43
machine02,29.24,979.568,59.668,2021/08/20 18:19:45
machine01,30.78,979.847,53.929,2021/08/20 18:19:46
machine03,30.28,979.784,56.445,2021/08/20 18:19:48
machine02,29.24,979.571,59.668,2021/08/20 18:19:50
machine01,30.78,979.849,53.928,2021/08/20 18:19:51
machine03,30.29,979.802,56.422,2021/08/20 18:19:53
machine02,29.23,979.585,59.714,2021/08/20 18:19:55
machine01,30.78,979.872,53.939,2021/08/20 18:19:56
machine03,30.29,979.786,56.41,2021/08/20 18:19:58
machine02,29.23,979.587,59.714,2021/08/20 18:20:00
machine01,30.77,979.832,53.938,2021/08/20 18:20:01
machine03,30.28,979.78,56.456,2021/08/20 18:20:03
machine02,29.23,979.584,59.726,2021/08/20 18:20:05
machine01,30.77,979.854,53.938,2021/08/20 18:20:06
machine03,30.28,979.807,56.444,2021/08/20 18:20:08
machine02,29.24,979.596,59.703,2021/08/20 18:20:10
machine01,30.77,979.83,53.927,2021/08/20 18:20:11
machine03,30.28,979.812,56.444,2021/08/20 18:20:13
machine02,29.24,979.603,59.691,2021/08/20 18:20:15
machine01,30.77,979.853,53.938,2021/08/20 18:20:16
machine03,30.28,979.807,56.456,2021/08/20 18:20:18
machine02,29.22,979.588,59.771,2021/08/20 18:20:20
machine01,30.77,979.83,53.927,2021/08/20 18:20:21
machine03,30.27,979.812,56.467,2021/08/20 18:20:23
machine02,29.2,979.588,59.793,2021/08/20 18:20:25
machine01,30.76,979.839,53.938,2021/08/20 18:20:26
machine03,30.27,979.818,56.478,2021/08/20 18:20:28
machine02,29.23,979.609,59.76,2021/08/20 18:20:30
machine01,30.76,979.835,53.949,2021/08/20 18:20:31
machine03,30.27,979.814,56.489,2021/08/20 18:20:33
machine02,29.23,979.585,59.726,2021/08/20 18:20:35
machine01,30.76,979.833,53.949,2021/08/20 18:20:36
machine03,30.27,979.806,56.479,2021/08/20 18:20:38
machine02,29.23,979.581,59.737,2021/08/20 18:20:40
machine01,30.77,979.848,53.95,2021/08/20 18:20:41
machine03,30.26,979.8,56.489,2021/08/20 18:20:43
machine02,29.25,979.588,59.692,2021/08/20 18:20:45
machine01,30.76,979.846,53.949,2021/08/20 18:20:46
machine03,30.25,979.804,56.523,2021/08/20 18:20:48
machine02,29.26,979.591,59.658,2021/08/20 18:20:50
machine01,30.77,979.871,53.95,2021/08/20 18:20:51
machine03,30.26,979.848,56.501,2021/08/20 18:20:53
machine02,29.27,979.618,59.612,2021/08/20 18:20:55
machine01,30.76,979.86,53.949,2021/08/20 18:20:56
machine03,30.26,979.801,56.513,2021/08/20 18:20:58
machine02,29.27,979.606,59.636,2021/08/20 18:21:00
machine01,30.76,979.863,53.961,2021/08/20 18:21:01
machine03,30.26,979.805,56.513,2021/08/20 18:21:03
machine02,29.25,979.605,59.669,2021/08/20 18:21:05
machine01,30.76,979.869,53.961,2021/08/20 18:21:06
machine03,30.25,979.782,56.488,2021/08/20 18:21:08
machine02,29.27,979.614,59.601,2021/08/20 18:21:10
machine01,30.76,979.867,53.949,2021/08/20 18:21:11
machine03,30.27,979.816,56.467,2021/08/20 18:21:13
machine02,29.27,979.594,59.636,2021/08/20 18:21:15
machine01,30.76,979.89,53.961,2021/08/20 18:21:16
machine03,30.26,979.818,56.466,2021/08/20 18:21:18
machine02,29.26,979.632,59.624,2021/08/20 18:21:20
machine01,30.75,979.889,53.96,2021/08/20 18:21:21
machine03,30.27,979.817,56.513,2021/08/20 18:21:23
machine02,29.24,979.6,59.68,2021/08/20 18:21:25
machine01,30.75,979.872,53.961,2021/08/20 18:21:26
machine03,30.26,979.833,56.501,2021/08/20 18:21:28
machine02,29.24,979.629,59.656,2021/08/20 18:21:30
machine01,30.75,979.912,53.96,2021/08/20 18:21:31
machine03,30.27,979.815,56.467,2021/08/20 18:21:33
machine02,29.24,979.624,59.703,2021/08/20 18:21:35
machine01,30.75,979.878,53.973,2021/08/20 18:21:36
machine03,30.27,979.831,56.478,2021/08/20 18:21:38
machine02,29.23,979.629,59.714,2021/08/20 18:21:40
machine01,30.75,979.862,53.983,2021/08/20 18:21:41
machine03,30.26,979.804,56.478,2021/08/20 18:21:43
machine02,29.25,979.637,59.691,2021/08/20 18:21:45
machine01,30.75,979.861,53.948,2021/08/20 18:21:46
machine03,30.26,979.848,56.478,2021/08/20 18:21:48
machine02,29.25,979.632,59.68,2021/08/20 18:21:50
machine01,30.75,979.907,53.974,2021/08/20 18:21:51
machine03,30.26,979.85,56.466,2021/08/20 18:21:53
machine02,29.26,979.616,59.682,2021/08/20 18:21:55
machine01,30.75,979.909,53.974,2021/08/20 18:21:56
machine03,30.26,979.82,56.489,2021/08/20 18:21:58
machine02,29.26,979.637,59.659,2021/08/20 18:22:00
machine01,30.75,979.916,53.983,2021/08/20 18:22:01
machine03,30.27,979.839,56.467,2021/08/20 18:22:03
machine02,29.26,979.647,59.682,2021/08/20 18:22:05
machine01,30.75,979.889,53.973,2021/08/20 18:22:06
machine03,30.27,979.865,56.479,2021/08/20 18:22:08
machine02,29.25,979.631,59.692,2021/08/20 18:22:10
machine01,30.75,979.916,53.984,2021/08/20 18:22:11
machine03,30.27,979.855,56.513,2021/08/20 18:22:13
machine02,29.26,979.648,59.658,2021/08/20 18:22:15
machine01,30.75,979.912,53.996,2021/08/20 18:22:16
machine03,30.27,979.88,56.49,2021/08/20 18:22:18
machine02,29.26,979.616,59.624,2021/08/20 18:22:20
machine01,30.75,979.909,53.996,2021/08/20 18:22:21
machine03,30.27,979.865,56.536,2021/08/20 18:22:23
machine02,29.29,979.637,59.58,2021/08/20 18:22:25
machine01,30.76,979.926,53.985,2021/08/20 18:22:26
machine03,30.25,979.837,56.535,2021/08/20 18:22:28
machine02,29.3,979.662,59.558,2021/08/20 18:22:30
machine01,30.76,979.92,53.997,2021/08/20 18:22:31
machine03,30.26,979.853,56.536,2021/08/20 18:22:33
machine02,29.3,979.661,59.534,2021/08/20 18:22:35
machine01,30.75,979.938,53.996,2021/08/20 18:22:36
machine03,30.26,979.871,56.548,2021/08/20 18:22:38
machine02,29.29,979.654,59.557,2021/08/20 18:22:40
machine01,30.75,979.929,53.996,2021/08/20 18:22:41
machine03,30.26,979.852,56.548,2021/08/20 18:22:43
machine02,29.29,979.65,59.568,2021/08/20 18:22:45
machine01,30.75,979.903,54.008,2021/08/20 18:22:46
machine03,30.27,979.873,56.524,2021/08/20 18:22:48
machine02,29.32,979.681,59.489,2021/08/20 18:22:50
machine01,30.75,979.903,54.007,2021/08/20 18:22:51
machine03,30.26,979.87,56.524,2021/08/20 18:22:53
machine02,29.32,979.66,59.489,2021/08/20 18:22:55
machine01,30.75,979.925,54.008,2021/08/20 18:22:56
machine03,30.26,979.868,56.524,2021/08/20 18:22:58
machine02,29.31,979.664,59.5,2021/08/20 18:23:00
machine01,30.75,979.912,54.019,2021/08/20 18:23:01
machine03,30.26,979.861,56.501,2021/08/20 18:23:03
machine02,29.31,979.668,59.488,2021/08/20 18:23:05
machine01,30.75,979.959,54.008,2021/08/20 18:23:06
machine03,30.26,979.878,56.524,2021/08/20 18:23:08
machine02,29.32,979.659,59.478,2021/08/20 18:23:10
machine01,30.75,979.93,54.02,2021/08/20 18:23:11
machine03,30.25,979.875,56.594,2021/08/20 18:23:13
machine02,29.3,979.676,59.522,2021/08/20 18:23:15
machine01,30.75,979.955,54.02,2021/08/20 18:23:16
machine03,30.25,979.886,56.677,2021/08/20 18:23:18
machine02,29.29,979.667,59.568,2021/08/20 18:23:20
machine01,30.75,979.93,54.007,2021/08/20 18:23:21
machine03,30.25,979.894,56.735,2021/08/20 18:23:23
machine02,29.28,979.678,59.603,2021/08/20 18:23:25
machine01,30.74,979.94,54.019,2021/08/20 18:23:26
machine03,30.25,979.919,56.605,2021/08/20 18:23:28
machine02,29.28,979.67,59.591,2021/08/20 18:23:30
machine01,30.75,979.951,54.019,2021/08/20 18:23:31
machine03,30.26,979.899,56.571,2021/08/20 18:23:33
machine02,29.29,979.67,59.568,2021/08/20 18:23:35
machine01,30.74,979.937,54.019,2021/08/20 18:23:36
machine03,30.25,979.914,56.559,2021/08/20 18:23:38
machine02,29.3,979.708,59.533,2021/08/20 18:23:40
machine01,30.74,979.944,54.019,2021/08/20 18:23:41
machine03,30.25,979.875,56.593,2021/08/20 18:23:43
machine02,29.28,979.679,59.566,2021/08/20 18:23:45
machine01,30.74,979.994,54.007,2021/08/20 18:23:46
machine03,30.25,979.893,56.594,2021/08/20 18:23:48
machine02,29.28,979.69,59.555,2021/08/20 18:23:50
machine01,30.74,979.961,54.018,2021/08/20 18:23:51
machine03,30.26,979.918,56.606,2021/08/20 18:23:53
machine02,29.28,979.707,59.579,2021/08/20 18:23:55
machine01,30.74,979.954,54.029,2021/08/20 18:23:56
machine03,30.27,979.883,56.525,2021/08/20 18:23:58
machine02,29.28,979.686,59.59,2021/08/20 18:24:00
machine01,30.74,979.947,54.029,2021/08/20 18:24:01
machine03,30.27,979.907,56.502,2021/08/20 18:24:03
machine02,29.29,979.714,59.615,2021/08/20 18:24:05
machine01,30.73,979.941,54.042,2021/08/20 18:24:06
machine03,30.27,979.863,56.526,2021/08/20 18:24:08
machine02,29.29,979.704,59.592,2021/08/20 18:24:10
machine01,30.74,979.978,54.042,2021/08/20 18:24:11
machine03,30.27,979.904,56.549,2021/08/20 18:24:13
machine02,29.29,979.703,59.604,2021/08/20 18:24:15
machine01,30.74,979.96,54.029,2021/08/20 18:24:16
machine03,30.26,979.943,56.548,2021/08/20 18:24:18
machine02,29.29,979.726,59.58,2021/08/20 18:24:20
machine01,30.74,979.975,54.029,2021/08/20 18:24:21
machine03,30.26,979.912,56.536,2021/08/20 18:24:23
machine02,29.31,979.718,59.523,2021/08/20 18:24:25
machine01,30.74,979.969,54.043,2021/08/20 18:24:26
machine03,30.28,979.912,56.55,2021/08/20 18:24:28
machine02,29.32,979.713,59.489,2021/08/20 18:24:30
machine01,30.73,979.979,54.042,2021/08/20 18:24:31
machine03,30.27,979.897,56.525,2021/08/20 18:24:33
machine02,29.31,979.737,59.512,2021/08/20 18:24:35
machine01,30.73,979.977,54.054,2021/08/20 18:24:36
